timestamp,SHC_code,target_temp_min,target_temp_max,current_internal_temp,door_open_count_1h,cumulative_door_open_duration_1h,ambient_dry_bulb_temp,external_relative_humidity,weather_condition,equipment_age_years,compressor_duty_cycle_ratio_2h,defrost_cycle_active,cargo_volume_utilization_ratio,excursion_risk_score
"28:06:2025, 10:51",CRT,15.0,25.0,20.83,15,583,42.94,36.48,Clear,1.1,1.0,0,0.72,0.55
"19:08:2025, 22:51",CRT,15.0,25.0,21.04,9,370,39.69,90.44,Rainy,6.57,1.0,1,0.39,0.75
"06:01:2026, 15:51",CRT,15.0,25.0,19.39,15,319,15.24,57.04,Cloudy,3.24,0.92,0,0.55,0.38
"29:03:2025, 21:42",FRO,-30.0,-18.0,-26.0,4,158,25.39,19.83,Sandstorm,7.78,1.0,0,0.58,0.32
"02:01:2026, 12:06",FRO,-30.0,-18.0,-26.21,13,274,19.03,68.55,Cloudy,3.57,0.96,0,0.62,0.31
"23:04:2025, 17:45",COL,2.0,8.0,5.66,14,270,24.57,54.26,Clear,10.09,1.0,0,0.59,0.54
"30:06:2025, 21:39",CRT,15.0,25.0,20.19,11,221,38.34,36.78,Clear,0.5,1.0,0,0.74,0.44
"28:07:2025, 09:03",CRT,15.0,25.0,20.85,17,531,45.18,50.18,Clear,3.71,1.0,0,0.71,0.55
"26:10:2025, 12:24",PIL,2.0,8.0,6.11,15,474,28.31,14.39,Sandstorm,5.74,1.0,0,0.78,0.6
"10:06:2025, 00:06",FRO,-30.0,-18.0,-25.55,3,80,41.82,93.27,Rainy,4.89,1.0,1,0.69,0.48
"22:02:2026, 13:48",PIL,2.0,8.0,5.44,13,399,17.8,41.59,Clear,7.85,1.0,0,0.9,0.48
"19:02:2026, 21:03",CRT,15.0,25.0,19.53,5,224,17.3,46.24,Clear,9.6,1.0,0,0.74,0.37
"07:08:2025, 07:24",PIL,2.0,8.0,7.85,9,323,45.41,92.77,Rainy,4.99,1.0,0,0.79,0.95
"11:03:2025, 23:33",COL,2.0,8.0,5.35,5,188,27.75,47.84,Clear,6.34,1.0,0,0.55,0.52
"19:12:2025, 00:12",PIL,2.0,8.0,4.73,8,229,18.67,42.53,Cloudy,1.2,0.92,0,0.59,0.45
"19:07:2025, 03:30",FRO,-30.0,-18.0,-25.57,10,134,44.72,39.88,Clear,1.59,1.0,0,0.54,0.37
"05:07:2025, 01:24",PIL,2.0,8.0,6.54,7,182,42.8,25.42,Clear,2.29,1.0,0,0.67,0.65
"29:04:2025, 06:03",CRT,15.0,25.0,20.18,9,302,31.04,47.84,Clear,8.6,1.0,0,0.73,0.43
"25:06:2025, 10:03",CRT,15.0,25.0,20.56,12,342,43.87,37.52,Clear,1.06,1.0,0,0.41,0.53
"30:10:2025, 20:00",PIL,2.0,8.0,5.49,10,365,23.95,50.88,Cloudy,4.9,1.0,0,0.83,0.52
"17:09:2025, 14:36",PIL,2.0,8.0,6.98,10,319,39.59,28.19,Clear,9.83,1.0,0,0.48,0.72
"21:02:2026, 19:15",CRT,15.0,25.0,19.2,1,34,14.97,32.68,Clear,9.45,0.9,0,0.84,0.3
"24:07:2025, 06:00",PIL,2.0,8.0,7.0,8,281,45.42,28.73,Clear,2.87,1.0,0,0.58,0.72
"06:09:2025, 21:42",FRO,-30.0,-18.0,-25.27,12,491,39.14,48.92,Clear,7.98,1.0,0,0.6,0.39
"20:08:2025, 02:00",PIL,2.0,8.0,8.67,11,475,43.35,99.13,Rainy,5.16,1.0,1,0.57,1.0
"01:05:2025, 21:24",PIL,2.0,8.0,6.6,6,186,38.98,22.07,Clear,8.28,1.0,0,0.95,0.6
"20:10:2025, 10:27",CRT,15.0,25.0,20.04,8,222,30.13,25.86,Sandstorm,7.2,1.0,0,0.6,0.42
"05:04:2025, 13:18",FRO,-30.0,-18.0,-25.63,18,513,26.39,68.33,Cloudy,9.94,1.0,0,0.78,0.35
"24:07:2025, 21:45",COL,2.0,8.0,6.47,9,295,38.43,32.76,Clear,1.8,1.0,0,0.61,0.66
"31:03:2025, 04:09",COL,2.0,8.0,6.11,4,206,32.23,24.68,Sandstorm,8.4,1.0,0,0.53,0.6
"20:10:2025, 03:27",CRT,15.0,25.0,19.69,5,59,30.87,17.63,Sandstorm,6.11,1.0,0,0.62,0.4
"16:05:2025, 04:24",PIL,2.0,8.0,6.89,9,255,44.92,55.0,Clear,6.31,1.0,0,0.44,0.73
"25:11:2025, 19:00",PIL,2.0,8.0,3.97,4,47,14.9,31.65,Clear,2.62,0.72,0,0.89,0.35
"14:07:2025, 04:30",FRO,-30.0,-18.0,-25.37,12,337,45.12,24.49,Clear,1.0,1.0,0,0.45,0.4
"01:04:2025, 17:15",CRT,15.0,25.0,23.82,16,632,24.23,13.59,Sandstorm,8.02,1.0,0,0.84,0.92
"07:07:2025, 13:36",PIL,2.0,8.0,7.39,15,580,41.0,38.48,Clear,2.81,1.0,0,0.75,0.77
"14:05:2025, 03:03",CRT,15.0,25.0,20.55,5,191,43.71,38.14,Clear,7.12,1.0,0,0.55,0.49
"12:01:2026, 19:54",FRO,-30.0,-18.0,-26.49,3,85,15.68,15.74,Sandstorm,2.36,0.77,0,0.44,0.26
"29:04:2025, 20:45",COL,2.0,8.0,4.93,2,0,23.93,34.82,Clear,7.11,1.0,0,0.68,0.43
"20:09:2025, 18:54",FRO,-30.0,-18.0,-25.45,14,341,37.68,53.18,Clear,8.28,1.0,0,0.6,0.37
"21:04:2025, 18:30",FRO,-30.0,-18.0,-25.62,16,593,24.28,24.78,Clear,8.65,1.0,0,0.36,0.38
"03:05:2025, 11:33",COL,2.0,8.0,6.92,11,205,42.37,28.1,Clear,7.62,1.0,0,0.73,0.67
"11:12:2025, 10:33",COL,2.0,8.0,5.7,14,579,19.95,47.41,Clear,1.76,1.0,0,0.48,0.6
"22:07:2025, 01:51",CRT,15.0,25.0,20.22,9,151,41.3,47.82,Clear,3.58,1.0,0,0.41,0.48
"10:10:2025, 23:39",CRT,15.0,25.0,19.91,6,207,27.39,52.4,Cloudy,9.11,1.0,0,0.37,0.43
"18:08:2025, 20:57",COL,2.0,8.0,6.36,3,55,39.0,98.12,Rainy,6.23,1.0,1,0.52,0.86
"17:11:2025, 15:42",FRO,-30.0,-18.0,-26.23,13,346,16.25,30.88,Clear,4.38,0.96,0,0.56,0.31
"02:06:2025, 08:42",FRO,-30.0,-18.0,-24.64,11,515,45.9,96.96,Rainy,3.01,1.0,1,0.81,0.53
"20:03:2025, 17:54",FRO,-30.0,-18.0,-26.02,7,138,25.13,46.96,Cloudy,9.36,1.0,0,0.38,0.33
"17:06:2025, 17:57",COL,2.0,8.0,7.05,16,492,39.46,41.85,Cloudy,3.23,1.0,0,0.54,0.75
"08:08:2025, 03:42",FRO,-30.0,-18.0,-25.3,8,244,44.87,91.56,Rainy,5.76,1.0,1,0.59,0.52
"21:06:2025, 22:24",PIL,2.0,8.0,6.14,6,113,40.03,41.13,Clear,1.74,1.0,0,0.36,0.64
"19:09:2025, 00:12",PIL,2.0,8.0,6.57,4,87,41.63,39.94,Clear,8.8,1.0,0,0.54,0.64
"06:01:2026, 04:18",FRO,-30.0,-18.0,-26.08,8,345,21.36,59.14,Cloudy,1.74,1.0,0,0.71,0.32
"12:12:2025, 23:39",CRT,15.0,25.0,19.16,4,38,18.4,46.71,Clear,3.01,0.78,0,0.35,0.34
"17:03:2025, 00:39",CRT,15.0,25.0,19.84,5,97,28.9,68.8,Cloudy,7.76,1.0,0,0.58,0.4
"09:08:2025, 23:06",FRO,-30.0,-18.0,-25.18,9,406,40.42,86.69,Rainy,4.96,1.0,0,0.61,0.47
"04:07:2025, 19:06",FRO,-30.0,-18.0,-25.63,8,298,37.78,27.58,Clear,2.77,1.0,0,0.7,0.36
"16:03:2025, 19:03",CRT,15.0,25.0,19.76,6,176,24.62,44.36,Cloudy,7.24,1.0,0,0.43,0.41
"22:04:2025, 13:24",PIL,2.0,8.0,6.29,12,405,28.24,47.33,Clear,8.1,1.0,0,0.29,0.66
"28:09:2025, 18:42",FRO,-30.0,-18.0,-25.49,13,299,37.86,22.84,Clear,10.26,1.0,0,0.91,0.34
"03:08:2025, 17:18",FRO,-30.0,-18.0,-25.14,12,496,38.84,97.5,Rainy,3.52,1.0,0,0.74,0.47
"19:08:2025, 00:06",FRO,-30.0,-18.0,-25.45,7,224,40.62,91.5,Rainy,5.67,1.0,1,0.41,0.52
"15:03:2025, 10:51",CRT,15.0,25.0,19.9,10,239,30.57,61.26,Cloudy,6.91,1.0,0,0.59,0.43
"28:03:2025, 12:27",CRT,15.0,25.0,20.06,13,316,27.72,16.76,Sandstorm,7.24,1.0,0,0.57,0.43
"26:11:2025, 00:15",CRT,15.0,25.0,19.37,6,197,18.69,24.66,Clear,2.03,0.9,0,0.74,0.35
"26:08:2025, 01:09",COL,2.0,8.0,7.09,10,405,42.7,64.77,Cloudy,6.45,1.0,0,0.82,0.71
"09:11:2025, 11:21",COL,2.0,8.0,5.29,14,444,18.95,47.63,Clear,4.6,1.0,0,0.39,0.55
"02:06:2025, 23:03",CRT,15.0,25.0,20.47,8,233,39.48,86.22,Rainy,4.3,1.0,1,0.75,0.65
"04:01:2026, 11:42",FRO,-30.0,-18.0,-26.27,12,204,19.33,41.11,Cloudy,2.69,0.92,0,0.48,0.31
"15:11:2025, 12:15",CRT,15.0,25.0,19.6,10,423,17.29,50.64,Clear,4.35,1.0,0,0.48,0.43
"10:10:2025, 14:54",FRO,-30.0,-18.0,-25.9,13,241,26.0,40.4,Cloudy,7.41,1.0,0,0.52,0.33
"08:01:2026, 20:21",COL,2.0,8.0,4.38,8,184,15.74,63.02,Cloudy,2.64,0.84,0,0.52,0.44
"23:12:2025, 00:27",CRT,15.0,25.0,19.31,7,146,18.62,21.98,Sandstorm,2.46,0.86,0,0.76,0.33
"15:11:2025, 21:42",FRO,-30.0,-18.0,-26.3,7,288,15.57,43.12,Clear,3.89,0.91,0,0.55,0.3
"11:07:2025, 15:57",COL,2.0,8.0,7.13,15,565,38.28,48.82,Clear,1.94,1.0,0,0.59,0.76
"20:01:2026, 17:57",COL,2.0,8.0,4.96,12,407,16.08,22.19,Sandstorm,4.3,1.0,0,0.56,0.49
"20:05:2025, 01:09",COL,2.0,8.0,6.48,3,34,42.23,43.97,Cloudy,8.08,1.0,0,0.37,0.65
"07:11:2025, 04:24",PIL,2.0,8.0,4.95,6,176,23.07,45.57,Clear,6.1,0.97,0,0.41,0.49
"09:10:2025, 11:57",COL,2.0,8.0,5.75,9,135,29.92,55.9,Cloudy,7.41,1.0,0,0.45,0.56
"27:06:2025, 16:18",FRO,-30.0,-18.0,-25.58,12,322,38.73,48.38,Clear,1.97,1.0,0,0.69,0.36
"06:11:2025, 08:48",PIL,2.0,8.0,4.97,8,263,20.69,35.36,Clear,5.04,0.98,0,0.56,0.48
"03:01:2026, 02:06",FRO,-30.0,-18.0,-26.14,11,273,21.57,60.2,Cloudy,3.22,1.0,0,0.5,0.33
"02:11:2025, 06:06",FRO,-30.0,-18.0,-26.13,13,245,22.71,52.86,Cloudy,6.94,1.0,0,0.87,0.3
"06:07:2025, 00:09",COL,2.0,8.0,6.28,5,135,40.98,50.66,Clear,1.26,1.0,0,0.78,0.6
"19:06:2025, 11:15",CRT,15.0,25.0,20.7,11,491,42.56,45.0,Cloudy,2.36,1.0,0,0.26,0.57
"29:04:2025, 01:51",CRT,15.0,25.0,19.81,2,94,28.23,28.0,Clear,7.57,1.0,0,0.69,0.39
"13:05:2025, 00:27",CRT,15.0,25.0,20.34,6,214,42.32,40.88,Clear,6.09,1.0,0,0.67,0.47
"04:12:2025, 16:51",CRT,15.0,25.0,19.51,11,424,15.05,27.04,Clear,1.8,1.0,0,0.58,0.41
"02:01:2026, 14:33",COL,2.0,8.0,5.08,12,423,17.06,53.42,Cloudy,1.34,1.0,0,0.61,0.5
"22:06:2025, 14:09",COL,2.0,8.0,7.12,18,531,39.18,32.14,Clear,2.3,1.0,0,0.5,0.77
"06:11:2025, 19:18",FRO,-30.0,-18.0,-26.36,6,240,15.2,44.87,Clear,5.95,0.87,0,0.54,0.29
"22:07:2025, 05:42",FRO,-30.0,-18.0,-25.46,14,223,45.84,52.74,Clear,2.72,1.0,0,0.48,0.38
"02:01:2026, 04:45",COL,2.0,8.0,4.51,4,25,22.35,55.73,Cloudy,1.93,0.84,0,0.64,0.41
"09:05:2025, 06:30",FRO,-30.0,-18.0,-25.44,6,220,46.62,41.66,Clear,6.39,1.0,0,0.84,0.36
"12:03:2025, 20:33",COL,2.0,8.0,4.83,5,55,25.35,64.78,Cloudy,6.36,0.92,0,0.62,0.44
"11:08:2025, 18:30",FRO,-30.0,-18.0,-21.52,15,632,37.67,87.07,Rainy,5.5,1.0,0,0.51,0.92
"23:06:2025, 23:03",CRT,15.0,25.0,20.1,3,107,39.74,25.35,Clear,1.98,1.0,0,0.45,0.46
"11:01:2026, 10:18",FRO,-30.0,-18.0,-26.06,11,347,21.68,56.52,Cloudy,5.12,1.0,0,0.5,0.34
"01:07:2025, 23:12",PIL,2.0,8.0,6.33,7,169,40.54,36.39,Clear,1.76,1.0,0,0.9,0.6
"02:02:2026, 14:18",FRO,-30.0,-18.0,-26.34,12,221,16.41,36.03,Clear,6.46,0.88,0,0.62,0.28
"22:12:2025, 08:21",COL,2.0,8.0,4.83,10,211,20.56,60.49,Cloudy,2.84,0.94,0,0.66,0.45
"11:09:2025, 01:48",PIL,2.0,8.0,6.72,4,149,41.56,50.96,Clear,8.87,1.0,0,0.27,0.7
"18:08:2025, 01:21",COL,2.0,8.0,6.73,4,109,41.94,99.04,Rainy,6.36,1.0,1,0.39,0.94
"05:05:2025, 03:48",PIL,2.0,8.0,7.22,8,232,45.24,48.0,Clear,8.84,1.0,0,0.83,0.7
"15:04:2025, 07:27",CRT,15.0,25.0,20.22,11,350,30.54,40.07,Clear,8.2,1.0,0,0.53,0.46
"24:06:2025, 13:45",COL,2.0,8.0,6.75,13,326,40.88,35.43,Clear,0.54,1.0,0,0.53,0.7
"30:03:2025, 06:06",FRO,-30.0,-18.0,-25.81,3,121,32.83,23.56,Sandstorm,8.85,1.0,0,0.64,0.33
"01:08:2025, 04:24",PIL,2.0,8.0,6.59,6,145,44.63,48.9,Cloudy,5.06,1.0,0,0.87,0.63
"05:11:2025, 07:15",CRT,15.0,25.0,19.52,9,227,21.37,52.66,Cloudy,5.59,0.97,0,0.71,0.38
"30:12:2025, 08:09",COL,2.0,8.0,5.52,15,430,22.31,18.13,Sandstorm,4.02,1.0,0,0.72,0.54
"28:06:2025, 03:51",CRT,15.0,25.0,20.41,7,191,44.9,52.32,Clear,2.82,1.0,0,0.6,0.49
"13:02:2026, 21:12",PIL,2.0,8.0,4.81,8,183,16.65,47.33,Clear,7.35,1.0,0,0.82,0.42
"26:05:2025, 23:24",PIL,2.0,8.0,6.97,9,372,42.23,41.19,Cloudy,5.14,1.0,0,0.41,0.75
"25:09:2025, 21:24",PIL,2.0,8.0,6.12,0,3,38.66,29.27,Clear,9.49,1.0,0,0.86,0.54
"14:11:2025, 21:33",COL,2.0,8.0,4.32,4,161,15.76,34.37,Clear,3.9,0.82,0,0.45,0.44
"22:01:2026, 00:45",COL,2.0,8.0,5.09,14,375,18.63,19.43,Sandstorm,5.24,1.0,0,0.77,0.47
"03:05:2025, 22:45",COL,2.0,8.0,6.0,3,62,39.81,27.23,Clear,6.21,1.0,0,0.79,0.56
"01:01:2026, 23:51",CRT,15.0,25.0,19.31,6,142,18.8,22.27,Clear,3.5,0.86,0,0.66,0.34
"06:06:2025, 06:30",FRO,-30.0,-18.0,-25.36,6,156,45.46,86.95,Rainy,3.69,1.0,1,0.7,0.5
"06:11:2025, 10:33",COL,2.0,8.0,5.75,15,579,20.58,25.22,Clear,5.26,1.0,0,0.46,0.61
"28:01:2026, 22:39",CRT,15.0,25.0,19.13,6,102,15.54,52.07,Cloudy,6.16,0.78,0,0.9,0.29
"26:01:2026, 13:36",PIL,2.0,8.0,4.59,12,215,17.41,49.17,Cloudy,5.15,0.89,0,0.87,0.41
"12:01:2026, 00:18",FRO,-30.0,-18.0,-26.33,6,110,20.19,21.14,Sandstorm,4.41,0.87,0,0.46,0.29
"21:12:2025, 23:15",CRT,15.0,25.0,19.27,6,195,16.06,50.49,Cloudy,2.49,0.85,0,0.65,0.34
"30:08:2025, 18:12",PIL,2.0,8.0,11.3,16,627,40.14,39.08,Clear,7.07,1.0,0,0.98,1.0
"05:07:2025, 18:54",FRO,-30.0,-18.0,-25.62,12,290,38.12,52.83,Clear,2.28,1.0,0,0.66,0.36
"17:10:2025, 00:12",PIL,2.0,8.0,4.87,0,0,27.68,23.83,Sandstorm,7.0,0.92,0,0.32,0.47
"12:01:2026, 11:09",COL,2.0,8.0,4.83,10,268,18.78,25.25,Sandstorm,3.14,0.95,0,0.31,0.5
"16:05:2025, 21:12",PIL,2.0,8.0,5.97,4,68,39.24,34.94,Clear,6.5,1.0,0,0.56,0.59
"19:10:2025, 15:33",COL,2.0,8.0,5.6,8,233,24.94,15.11,Sandstorm,8.65,1.0,0,0.63,0.52
"08:01:2026, 08:27",CRT,15.0,25.0,19.86,15,472,22.16,48.0,Cloudy,3.57,1.0,0,0.42,0.45
"07:04:2025, 12:54",FRO,-30.0,-18.0,-25.65,18,421,28.61,56.31,Cloudy,9.42,1.0,0,0.89,0.33
"03:06:2025, 19:00",PIL,2.0,8.0,7.89,9,396,38.01,92.33,Rainy,2.39,1.0,1,0.86,1.0
"06:02:2026, 19:06",FRO,-30.0,-18.0,-26.28,10,306,15.67,54.81,Clear,6.96,0.92,0,0.35,0.32
"25:05:2025, 11:21",COL,2.0,8.0,6.99,12,392,41.85,55.59,Cloudy,6.47,1.0,0,0.46,0.74
"26:12:2025, 13:30",FRO,-30.0,-18.0,-26.14,11,395,17.74,23.33,Sandstorm,1.98,1.0,0,0.76,0.32
"20:08:2025, 15:18",FRO,-30.0,-18.0,-21.45,14,689,37.71,89.3,Rainy,6.58,1.0,0,0.45,0.92
"27:07:2025, 05:03",CRT,15.0,25.0,20.4,5,175,44.96,36.2,Clear,4.97,1.0,0,0.56,0.49
"25:09:2025, 20:21",COL,2.0,8.0,7.02,10,373,38.34,35.57,Clear,8.25,1.0,0,0.69,0.7
"19:11:2025, 12:09",COL,2.0,8.0,9.34,14,633,20.02,24.61,Clear,3.88,1.0,0,0.46,1.0
"20:12:2025, 07:42",FRO,-30.0,-18.0,-26.12,10,273,22.08,57.03,Cloudy,2.54,1.0,0,0.49,0.33
"01:03:2025, 01:24",PIL,2.0,8.0,5.47,6,208,28.61,44.58,Clear,5.27,1.0,0,0.54,0.54
"18:08:2025, 00:18",FRO,-30.0,-18.0,-24.93,10,380,42.5,98.26,Rainy,6.11,1.0,1,0.41,0.54
"07:02:2026, 20:18",FRO,-30.0,-18.0,-26.25,7,185,15.93,42.02,Clear,7.76,1.0,0,0.41,0.31
"19:08:2025, 19:42",FRO,-30.0,-18.0,-25.46,5,270,38.71,96.3,Rainy,5.33,1.0,1,0.39,0.53
"28:03:2025, 04:45",COL,2.0,8.0,5.72,7,127,29.76,27.64,Sandstorm,7.81,1.0,0,0.66,0.53
"29:04:2025, 15:09",COL,2.0,8.0,5.98,15,375,25.31,48.89,Clear,8.33,1.0,0,0.6,0.58
"20:07:2025, 14:51",CRT,15.0,25.0,20.17,10,163,39.68,41.34,Clear,2.8,1.0,0,0.36,0.48
"05:09:2025, 12:27",CRT,15.0,25.0,20.85,13,487,41.99,33.04,Clear,7.16,1.0,0,0.72,0.53
"25:07:2025, 22:15",CRT,15.0,25.0,20.51,11,446,39.41,31.7,Clear,4.01,1.0,0,0.65,0.51
"23:03:2025, 20:48",PIL,2.0,8.0,5.39,7,147,25.02,17.29,Sandstorm,10.24,1.0,0,0.45,0.51
"02:11:2025, 21:30",FRO,-30.0,-18.0,-26.5,3,80,15.46,67.7,Cloudy,5.7,0.76,0,0.75,0.24
"27:07:2025, 00:09",COL,2.0,8.0,6.21,4,75,42.05,43.89,Clear,2.83,1.0,0,0.76,0.59
"22:12:2025, 02:03",CRT,15.0,25.0,19.36,7,144,19.99,50.08,Cloudy,1.81,0.89,0,0.7,0.35
"24:12:2025, 11:27",CRT,15.0,25.0,19.45,9,211,20.28,25.01,Sandstorm,1.53,0.94,0,0.91,0.35
"30:09:2025, 07:27",CRT,15.0,25.0,20.81,9,342,45.62,42.75,Clear,8.5,1.0,0,0.73,0.51
"12:02:2026, 20:00",PIL,2.0,8.0,4.31,3,25,15.35,48.36,Clear,7.84,0.9,0,0.56,0.42
"01:10:2025, 10:24",PIL,2.0,8.0,6.06,8,271,29.47,32.88,Clear,9.46,1.0,0,0.8,0.56
"11:07:2025, 10:00",PIL,2.0,8.0,11.09,19,604,42.71,34.29,Clear,3.19,1.0,0,0.54,1.0
"16:03:2025, 12:24",PIL,2.0,8.0,6.18,16,353,28.41,61.75,Cloudy,8.22,1.0,0,0.49,0.62
"07:08:2025, 22:27",CRT,15.0,25.0,21.11,11,434,39.09,86.77,Rainy,3.76,1.0,1,0.7,0.73
"06:12:2025, 18:12",PIL,2.0,8.0,4.71,13,315,15.76,22.45,Clear,1.19,0.93,0,0.55,0.47
"08:02:2026, 09:15",CRT,15.0,25.0,19.74,10,243,21.85,32.33,Clear,8.83,1.0,0,0.32,0.43
"16:10:2025, 09:51",CRT,15.0,25.0,20.47,17,548,30.54,25.54,Sandstorm,7.91,1.0,0,0.52,0.5
"29:07:2025, 05:21",COL,2.0,8.0,6.36,0,69,44.09,62.77,Cloudy,2.91,1.0,0,0.68,0.62
"15:06:2025, 22:33",COL,2.0,8.0,6.15,9,114,40.05,47.75,Cloudy,3.23,1.0,0,0.42,0.63
"29:05:2025, 01:06",FRO,-30.0,-18.0,-25.81,5,10,40.82,40.67,Cloudy,3.8,1.0,0,0.82,0.32
"05:03:2025, 20:12",PIL,2.0,8.0,4.96,11,157,23.87,40.65,Clear,6.52,0.97,0,0.81,0.44
"28:04:2025, 04:09",COL,2.0,8.0,5.73,6,95,30.9,33.47,Clear,7.72,1.0,0,0.43,0.55
"23:09:2025, 12:00",PIL,2.0,8.0,7.02,9,230,42.81,42.02,Clear,9.31,1.0,0,0.62,0.7
"25:10:2025, 11:54",FRO,-30.0,-18.0,-25.77,11,291,28.68,26.03,Sandstorm,7.19,1.0,0,0.69,0.33
"23:04:2025, 20:12",PIL,2.0,8.0,5.88,11,359,24.5,27.64,Clear,7.36,1.0,0,0.34,0.6
"09:06:2025, 03:06",FRO,-30.0,-18.0,-25.38,5,175,44.3,96.11,Rainy,3.14,1.0,1,0.86,0.49
"17:06:2025, 19:42",FRO,-30.0,-18.0,-25.66,5,200,39.72,40.05,Cloudy,2.23,1.0,0,0.38,0.37
"31:07:2025, 08:06",FRO,-30.0,-18.0,-25.27,17,487,43.72,55.38,Cloudy,4.28,1.0,0,0.76,0.39
"01:09:2025, 04:51",CRT,15.0,25.0,20.42,1,51,44.95,51.93,Clear,8.19,1.0,0,0.74,0.45
"22:06:2025, 22:54",FRO,-30.0,-18.0,-25.85,3,4,39.5,38.61,Clear,2.78,1.0,0,0.35,0.35
"25:02:2026, 00:36",PIL,2.0,8.0,5.0,6,182,19.05,36.03,Clear,10.07,1.0,0,0.77,0.43
"15:11:2025, 05:57",COL,2.0,8.0,4.91,9,216,21.34,37.69,Clear,5.54,0.96,0,0.57,0.47
"14:08:2025, 06:00",PIL,2.0,8.0,6.89,2,57,45.59,94.69,Rainy,4.31,1.0,1,0.39,0.96
"07:06:2025, 04:54",FRO,-30.0,-18.0,-25.15,9,343,43.19,97.47,Rainy,5.2,1.0,0,0.76,0.46
"27:07:2025, 06:06",FRO,-30.0,-18.0,-25.47,11,234,45.11,54.93,Clear,3.61,1.0,0,0.71,0.37
"17:02:2026, 23:12",PIL,2.0,8.0,4.67,3,72,18.4,38.26,Clear,8.0,0.99,0,0.82,0.41
"24:02:2026, 08:09",COL,2.0,8.0,5.46,14,286,21.54,28.64,Clear,9.3,1.0,0,0.83,0.48
"24:10:2025, 16:18",FRO,-30.0,-18.0,-25.89,12,266,25.57,27.45,Sandstorm,7.62,1.0,0,0.73,0.32
"05:01:2026, 05:33",COL,2.0,8.0,4.83,5,151,22.37,69.3,Cloudy,2.09,0.93,0,0.51,0.46
"05:05:2025, 03:27",CRT,15.0,25.0,20.53,5,165,44.21,28.2,Clear,7.17,1.0,0,0.84,0.46
"26:02:2026, 06:42",FRO,-30.0,-18.0,-26.15,3,108,21.9,31.17,Clear,8.31,1.0,0,0.85,0.28
"05:01:2026, 02:45",COL,2.0,8.0,4.94,10,277,19.84,53.87,Cloudy,2.48,0.98,0,0.49,0.49
"16:07:2025, 12:30",FRO,-30.0,-18.0,-25.59,12,202,42.18,26.68,Clear,1.73,1.0,0,0.34,0.38
"15:05:2025, 09:09",COL,2.0,8.0,7.0,10,334,43.85,51.11,Clear,6.25,1.0,0,0.6,0.73
"21:06:2025, 16:06",FRO,-30.0,-18.0,-25.47,16,414,39.3,27.05,Clear,1.29,1.0,0,0.52,0.39
"24:06:2025, 20:45",COL,2.0,8.0,6.11,7,105,39.81,22.63,Clear,0.87,1.0,0,0.5,0.61
"22:05:2025, 02:51",CRT,15.0,25.0,20.32,4,143,44.13,52.08,Cloudy,5.44,1.0,0,0.45,0.49
"06:07:2025, 08:12",PIL,2.0,8.0,7.5,21,540,43.66,26.52,Clear,2.54,1.0,0,0.68,0.79
"08:02:2026, 01:12",PIL,2.0,8.0,5.41,9,341,19.17,23.34,Clear,7.83,1.0,0,0.26,0.55
"17:06:2025, 02:54",FRO,-30.0,-18.0,-25.59,7,161,43.32,53.02,Cloudy,3.71,1.0,0,0.48,0.37
"05:07:2025, 13:18",FRO,-30.0,-18.0,-25.51,14,337,40.33,33.37,Clear,3.61,1.0,0,0.9,0.35
"26:06:2025, 11:36",PIL,2.0,8.0,6.85,13,290,43.27,43.19,Clear,1.19,1.0,0,0.64,0.7
"16:08:2025, 10:30",FRO,-30.0,-18.0,-24.89,11,573,43.09,93.25,Rainy,5.83,1.0,0,0.48,0.51
"25:03:2025, 13:03",CRT,15.0,25.0,20.03,10,288,27.64,21.0,Sandstorm,8.57,1.0,0,0.48,0.43
"23:02:2026, 23:45",COL,2.0,8.0,5.11,8,294,16.94,44.26,Clear,7.63,1.0,0,0.79,0.45
"05:10:2025, 02:36",PIL,2.0,8.0,5.93,7,219,29.53,36.84,Clear,8.29,1.0,0,0.68,0.56
"05:10:2025, 07:30",FRO,-30.0,-18.0,-25.97,1,0,31.01,27.27,Clear,8.89,1.0,0,0.85,0.29
"06:08:2025, 01:18",FRO,-30.0,-18.0,-25.45,5,175,41.9,89.48,Rainy,3.67,1.0,1,0.87,0.48
"09:03:2025, 10:18",FRO,-30.0,-18.0,-25.92,12,242,29.73,27.91,Clear,6.51,1.0,0,0.88,0.32
"15:11:2025, 19:57",COL,2.0,8.0,4.48,12,282,13.88,33.89,Clear,2.69,0.87,0,0.45,0.46
"18:10:2025, 21:00",PIL,2.0,8.0,5.84,8,334,24.86,15.3,Sandstorm,8.91,1.0,0,0.49,0.58
"26:12:2025, 20:30",FRO,-30.0,-18.0,-26.46,6,118,15.51,19.07,Sandstorm,2.83,0.79,0,0.94,0.23
"23:11:2025, 20:27",CRT,15.0,25.0,19.37,8,315,14.97,31.62,Clear,3.29,0.92,0,0.7,0.37
"01:08:2025, 10:42",FRO,-30.0,-18.0,-25.23,15,545,43.34,68.6,Cloudy,3.87,1.0,0,0.83,0.39
"13:11:2025, 04:36",PIL,2.0,8.0,4.92,6,191,22.33,34.72,Clear,4.06,0.96,0,0.23,0.51
"11:08:2025, 10:06",FRO,-30.0,-18.0,-24.86,16,474,41.47,93.0,Rainy,5.54,1.0,1,0.48,0.55
